TIMESTAMP,TDR2012B40624,TDR2012B41824,TDR2012B43024,Ta_2m_Avg,RH_2m_Avg,WndAveSpd_3m,WndAveDir_3m,PresAvg_1pnt5m,Solar_2m_Avg,Rain_1m_Tot,TaMax_2m,TaMin_2m,RHMax_2m,RHMin_2m,swsi,et
2024-07-13 09:00:00,24.0,19.0,19.6,28.15266666666667,43.1035,1.53005,91.57116666666668,914.62647,348.99,0.0,28.323833333333333,27.973166666666668,43.72283333333333,42.4685,0.0329670329670329,
2024-07-13 10:00:00,23.991665,19.0,19.6,27.300166666666662,54.39083333333333,2.4715166666666666,102.8028,916.2883183333332,221.99983333333333,0.0,27.4725,27.113,55.04366666666667,53.7245,0.0333000999000999,
2024-07-13 11:00:00,23.966665,19.0,19.6,26.59733333333333,65.14683333333333,1.5337500000000002,116.72275,917.0306733333332,354.385,0.0,26.7465,26.43133333333333,65.78483333333334,64.49883333333334,0.0342991008991008,
2024-07-13 12:00:00,23.93333,19.0,19.6,29.45533333333333,56.04466666666666,2.045933333333333,70.78533333333333,916.71477,787.5216666666668,0.0,29.6135,29.283,57.17233333333333,55.0825,0.0356311688311683,
2024-07-13 13:00:00,23.933335,18.916665,19.6,31.42366666666667,48.268,2.1723,61.273,916.2798483333332,880.45,0.0,31.57583333333333,31.25483333333333,49.67016666666667,47.017500000000005,0.0389610389610386,
2024-07-13 14:00:00,23.875,18.891665,19.566665,34.02466666666667,35.80133333333333,1.7544166666666667,85.31216666666667,915.6286083333332,872.5,0.0,34.18333333333333,33.85033333333333,36.857,34.90266666666666,0.0436231768231768,
2024-07-13 15:00:00,23.833335,18.79167,19.541665,34.49816666666666,38.790333333333336,2.2108833333333333,44.24316666666667,915.5924416666666,808.7566666666667,0.0,34.65316666666667,34.334500000000006,39.9725,37.68183333333333,0.050282917082917,
2024-07-13 16:00:00,23.7,18.666665,19.508335,34.782666666666664,39.69683333333333,2.170733333333333,45.06701666666667,915.45259,699.535,0.0,34.938,34.61383333333333,40.86983333333333,38.47133333333333,0.0619380619380624,
2024-07-13 17:00:00,23.7,18.591665,19.491665,34.88316666666666,38.02,2.0588333333333333,44.13216666666666,915.2609583333334,557.3616666666666,0.0,35.0435,34.7185,39.02616666666667,36.99,0.0656011988011987,
2024-07-13 18:00:00,23.666665,18.525,19.450000000000003,34.4515,39.053666666666665,1.6895666666666669,41.43,915.2047916666668,385.1833333333333,0.0,34.599833333333336,34.2985,40.067,38.06733333333333,0.0712621378621377,
2024-07-13 19:00:00,23.6,18.5,19.433335,33.39066666666667,40.84216666666667,0.7663833333333333,40.79216666666667,915.2246816666668,212.08166666666665,0.0,33.538333333333334,33.232,41.850166666666674,39.72733333333333,0.0755910089910089,
2024-07-13 20:00:00,23.6,18.5,19.441665,31.1565,53.7395,0.2922833333333333,41.1865,915.0683233333332,60.21625,0.0,31.305333333333333,30.987166666666667,54.43183333333333,53.024,0.0752581418581419,
2024-07-13 21:00:00,23.6,18.508335,19.458335,26.956333333333337,70.68466666666667,0.2321333333333333,104.24466666666667,915.221635,0.3540333333333333,0.0,27.10683333333333,26.798333333333336,70.89266666666667,70.46966666666667,0.074258941058941,
2024-07-13 22:00:00,23.6,18.541665,19.45,24.596,75.97683333333333,0.06725,19.598333333333336,915.5839883333332,0.0,0.0,24.758166666666668,24.442666666666664,76.2465,75.6695,0.0732601398601401,
2024-07-13 23:00:00,23.6,18.566665,19.441665,20.448500000000003,89.15,0.6626833333333334,114.34,915.8132216666668,0.0,0.0,20.59883333333333,20.29133333333333,89.45833333333333,88.825,0.0725942057942059,
2024-07-14 00:00:00,23.608335,18.566665,19.41667,18.5375,94.98333333333332,1.3555166666666667,182.63,915.9575366666668,0.0,0.0,18.688333333333333,18.366333333333333,95.205,94.735,0.0732599400599401,5.675174167025019
2024-07-14 01:00:00,23.6,18.6,19.458335,19.541833333333333,94.06166666666668,0.6784166666666667,159.41716666666667,915.71962,0.0,0.0,19.692166666666665,19.376666666666665,94.32833333333332,93.775,0.0705960039960038,
2024-07-14 02:00:00,23.6,18.608335,19.48333,19.34433333333333,94.54333333333334,0.3953333333333333,125.78966666666666,915.2528066666669,0.0,0.0,19.5025,19.177666666666667,94.80833333333334,94.26666666666668,0.0692641358641356,
2024-07-14 03:00:00,23.6,18.6,19.475,17.296333333333333,97.78166666666668,0.9045333333333332,197.57,915.15542,0.0,0.0,17.44783333333333,17.1295,97.96666666666668,97.58,0.0699300699300698,
2024-07-14 04:00:00,23.575,18.63333,19.483335,18.639333333333333,95.825,0.5403833333333333,171.35,915.0802216666668,0.0,0.0,18.785833333333336,18.48333333333333,96.03666666666666,95.59666666666666,0.0692641358641356,
2024-07-14 05:00:00,23.591665,18.666665,19.483335,20.2025,88.72,3.7784,28.25255,917.1019266666666,0.0,0.0,20.37333333333333,20.03183333333333,89.05666666666666,88.3495,0.0672661338661338,
2024-07-14 06:00:00,23.591665,18.658335,19.491665,18.36433333333333,83.78166666666667,2.872183333333333,54.34133333333333,917.6983933333332,5.879966666666666,0.0,18.505666666666663,18.209666666666667,84.015,83.54166666666667,0.0672661338661338,
2024-07-14 07:00:00,23.566665,18.625,19.483335,18.2605,80.28233333333334,2.0679666666666665,43.46266666666667,918.2543166666668,88.911,0.0,18.404333333333334,18.107166666666668,80.57933333333334,79.96000000000001,0.0699300699300698,
2024-07-14 08:00:00,23.55833,18.666665,19.5,20.023666666666667,72.10866666666668,1.86355,61.99633333333334,918.3669866666668,273.90833333333336,0.0,20.165333333333333,19.858666666666668,72.58933333333333,71.67116666666668,0.0679322677322681,
2024-07-14 09:00:00,23.5,18.658335,19.5,23.083,59.38483333333333,1.5316166666666668,79.85833333333333,918.0122566666666,433.03333333333336,0.0,23.244666666666667,22.921666666666667,60.04416666666667,58.776,0.0705960039960041,
2024-07-14 10:00:00,23.5,18.6,19.475,26.865333333333336,45.36983333333333,1.7338166666666666,122.68383333333333,917.5159916666668,606.4266666666666,0.0,27.01683333333333,26.703333333333333,46.0535,44.6785,0.0739260739260737,
2024-07-14 11:00:00,23.4,18.53333,19.425,30.418666666666663,35.537166666666664,2.0942,129.58133333333333,917.3269183333334,738.3616666666666,0.0,30.578666666666667,30.254666666666665,36.2255,34.95466666666667,0.0825842157842154,
2024-07-14 12:00:00,23.391665,18.483335,19.433335,31.643833333333337,35.4345,3.172083333333333,166.10166666666666,917.0568116666668,831.1866666666666,0.0,31.809833333333334,31.46466666666667,36.04816666666667,34.8225,0.0845820179820179,
2024-07-14 13:00:00,23.316665,18.4,19.4,32.28366666666667,35.79316666666667,3.706616666666666,174.42166666666665,916.662235,879.1083333333333,0.0,32.454166666666666,32.097166666666666,36.33866666666667,35.236999999999995,0.092241158841159,
2024-07-14 14:00:00,23.291665,18.316665,19.4,32.504333333333335,36.91033333333333,3.063616666666667,166.495,916.3590833333332,619.51,0.0,32.67466666666667,32.325,37.4875,36.4025,0.0965702297702299,
2024-07-14 15:00:00,23.2,18.25,19.341665,33.576166666666666,36.771,3.232833333333333,169.95833333333334,915.834005,772.985,0.0,33.747,33.4015,37.3405,36.24033333333333,0.1052281718281719,
2024-07-14 16:00:00,23.125,18.15,19.308335,34.246833333333335,37.799,2.618383333333333,158.35333333333335,915.2898966666668,656.1716666666667,0.0,34.408166666666666,34.06433333333333,38.35133333333333,37.27183333333333,0.1135530469530473,
2024-07-14 17:00:00,23.05833,18.075,19.28333,34.54633333333334,36.575833333333335,2.04305,146.32833333333335,914.726835,532.72,0.0,34.69666666666667,34.38699999999999,37.09816666666666,36.133,0.1202133866133866,
2024-07-14 18:00:00,23.0,18.016665,19.25,34.33166666666667,37.73350000000001,2.301133333333333,147.29833333333332,914.13646,376.06666666666666,0.0,34.4815,34.174,38.134,37.36533333333333,0.1262071928071929,
2024-07-14 19:00:00,23.0,18.025,19.2,33.095,41.459500000000006,1.8342,141.04166666666666,913.799655,175.99766666666667,0.0,33.23983333333333,32.936166666666665,41.7285,41.214333333333336,0.1278721278721281,
2024-07-14 20:00:00,23.0,18.008335000000002,19.208335,30.386000000000003,52.59133333333333,0.4590333333333333,102.20053333333334,913.728175,43.571000000000005,0.0,30.53633333333333,30.229166666666668,53.01833333333333,52.1635,0.1282049950049947,
2024-07-14 21:00:00,23.0,18.0,19.2,27.444333333333336,63.70583333333333,0.4603166666666666,123.37233333333332,913.9820783333332,0.0009833333333333,0.0,27.578333333333333,27.2965,63.85566666666667,63.5495,0.1288711288711286,
2024-07-14 22:00:00,23.025,18.091665,19.2,26.3445,69.04566666666666,0.4855,146.28833333333333,914.317885,0.0,0.0,26.482166666666668,26.19366666666667,69.18466666666667,68.90616666666666,0.1242091908091911,
2024-07-14 23:00:00,23.0,18.083335,19.2,26.106166666666663,70.26816666666667,1.2231833333333335,152.5016666666667,914.4176266666668,0.0,0.0,26.253666666666668,25.954833333333333,70.40983333333334,70.1165,0.1255410589410587,
2024-07-15 00:00:00,23.041665,18.108335,19.21667,25.217,75.63550000000001,1.1687166666666668,149.975,914.3425983333332,0.0,0.0,25.3595,25.063333333333333,75.80683333333333,75.4665,0.122210989010989,5.756355761987023
2024-07-15 01:00:00,23.024995,18.091665,19.2,24.02233333333333,80.87933333333334,1.3555,165.78,913.550375,0.0,0.0,24.1705,23.876166666666663,81.06516666666667,80.68083333333334,0.1242093906093905,
2024-07-15 02:00:00,23.00833,18.116665,19.233335,22.720666666666663,85.15333333333334,1.5483833333333334,173.31573333333333,912.9406416666668,0.0,0.0,22.868666666666662,22.5865,85.44333333333334,84.87316666666668,0.1225442557442557,
2024-07-15 03:00:00,23.0,18.158335,19.258335,22.1345,87.99166666666666,1.2493,184.2866666666667,912.3226183333334,0.0,0.0,22.27983333333333,21.9955,88.24666666666667,87.73666666666666,0.1202129870129872,
2024-07-15 04:00:00,23.0,18.158335,19.25,21.654333333333334,91.72333333333331,1.88015,189.8883333333333,912.7440283333332,0.0,0.0,21.794500000000003,21.51533333333333,91.955,91.51333333333334,0.1205460539460539,
2024-07-15 05:00:00,23.0,18.166665,19.208335,21.206666666666667,86.93616666666667,2.1437666666666666,193.1233333333333,912.223885,0.0,0.0,21.349,21.0535,87.234,86.61633333333334,0.1218781218781217,
2024-07-15 06:00:00,23.0,18.166665,19.21667,20.3225,80.09316666666668,2.031333333333333,193.77666666666667,911.9650766666668,2.9258,0.0,20.46783333333333,20.164166666666667,80.4255,79.76666666666667,0.1215450549450548,
2024-07-15 07:00:00,23.0,18.175,19.225,21.663,67.882,1.6147833333333332,201.99666666666664,912.036345,52.16016666666667,0.0,21.820833333333333,21.5025,68.31466666666667,67.4025,0.1208791208791208,
2024-07-15 08:00:00,23.0,18.2,19.233335,25.15233333333333,51.64816666666666,1.7344333333333333,244.1,912.6063583333332,167.08666666666667,0.0,25.299166666666668,24.991,52.10966666666666,51.17733333333333,0.1195470529470526,
2024-07-15 09:00:00,22.933335,18.158335,19.25,27.7985,47.19266666666667,0.99305,264.8162,912.84696,446.56666666666666,0.0,27.95383333333333,27.639333333333333,48.1205,46.25233333333333,0.1232099900099899,
2024-07-15 10:00:00,22.9,18.15,19.2,30.43,40.4335,1.5431,294.3583333333333,912.8874566666668,610.4533333333333,0.0,30.5795,30.262833333333333,41.274,39.6615,0.1268731268731268,
2024-07-15 11:00:00,22.825000000000003,18.05,19.2,31.944333333333336,39.64433333333333,3.4964166666666667,84.02585,913.3036983333332,742.4116666666666,0.0,32.10016666666667,31.7775,40.66566666666667,38.59983333333333,0.1338661338661334,
2024-07-15 12:00:00,22.75833,17.975,19.191665,32.808166666666665,34.55133333333333,4.6892,43.52583333333334,913.4010116666668,810.92,0.0,32.9675,32.637166666666666,35.396,33.661833333333334,0.1398603396603394,
2024-07-15 13:00:00,22.7,17.883335,19.125,32.35066666666667,37.28616666666667,4.464083333333334,36.64066666666667,913.61544,640.9333333333333,0.0,32.50783333333333,32.189,38.056333333333335,36.52216666666666,0.1485180819180818,
2024-07-15 14:00:00,22.608335,17.816665,19.091665,32.5425,34.23866666666667,4.056883333333333,48.2905,913.8754816666666,600.4933333333333,0.0,32.696,32.38166666666667,35.03416666666667,33.525333333333336,0.1561772227772226,
2024-07-15 15:00:00,22.55833,17.75,19.025,32.221,34.0835,2.682816666666666,56.48566666666667,913.7563933333332,531.0216666666666,0.0,32.388333333333335,32.0415,34.8465,33.33566666666667,0.1635032967032964,
2024-07-15 16:00:00,22.516665,17.666665000000002,18.941665,33.48866666666667,32.544666666666664,2.29335,64.81216666666667,913.2149316666668,654.8116666666666,0.0,33.654666666666664,33.31433333333333,33.464,31.786166666666663,0.1718283716283715,
2024-07-15 17:00:00,22.5,17.525,18.90833,33.42033333333333,31.62333333333333,2.03575,69.81716666666667,912.8655083333334,501.625,0.0,33.5705,33.254333333333335,32.434333333333335,30.851333333333333,0.179487312687313,
2024-07-15 18:00:00,22.4,17.391669999999998,18.9,32.70616666666667,34.502833333333335,1.3620166666666669,71.24966666666666,912.4799916666668,318.5816666666667,0.0,32.869,32.53333333333333,35.225166666666674,33.8975,0.1891440559440562,
2024-07-15 19:00:00,22.391665,17.416665000000002,18.841665,31.657666666666668,34.87283333333333,0.7172666666666667,108.90316666666666,912.4314966666666,146.86,0.0,31.800833333333333,31.506166666666665,35.28883333333333,34.51,0.1908093906093907,
2024-07-15 20:00:00,22.4,17.408335,18.908335,28.953666666666667,43.92666666666666,0.4117833333333333,97.535,912.8381733333332,32.34845,0.0,29.091666666666665,28.799666666666667,44.51983333333333,43.37083333333333,0.1881450549450553,
