TIMESTAMP,IRT5023A1xx24,TDR5023A10624,TDR5023A11824,TDR5023A13024,TDR5023A14224,DEN5023A1xx24,Ta_2m_Avg,RH_2m_Avg,WndAveSpd_3m,WndAveDir_3m,PresAvg_1pnt5m,Solar_2m_Avg,Rain_1m_Tot,TaMax_2m,TaMin_2m,RHMax_2m,RHMin_2m,cwsi,swsi,et
2024-07-03 10:00:00,25.20283,,,,,4064.83,24.975166666666667,56.92933333333333,2.7209,198.46833333333333,916.3563,638.5633333333334,0.0,25.126,24.80783333333333,58.0375,55.92666666666666,,,
2024-07-03 11:00:00,26.447125,21.10833,20.61667,26.7,24.7,3996.6285,27.316333333333333,45.62933333333333,2.70025,191.70166666666668,916.065855,780.4966666666667,0.0,27.464166666666664,27.147666666666662,46.89233333333333,44.526,,0.0,
2024-07-03 12:00:00,27.275665,21.1,20.54167,26.675,24.725,3887.1555,28.75733333333333,40.498666666666665,3.3658,173.45833333333334,915.4957966666666,869.7666666666667,0.0,28.9205,28.588166666666663,41.605,39.441833333333335,0.3515050646075553,0.0,
2024-07-03 13:00:00,27.89002,21.05,20.516665,26.608335,24.725,3805.911,29.107166666666668,42.2805,3.67055,175.1,914.94562,911.1,0.0,29.275666666666663,28.93,43.379,41.3135,0.1413281050222976,0.0,
2024-07-03 14:00:00,28.317425,21.058335,20.441665,26.50833,24.7,3720.938,29.5905,41.748000000000005,4.43235,161.67000000000002,914.060455,891.4,0.0,29.761000000000003,29.41783333333333,42.66616666666666,40.882,0.4879445166707303,0.0,
2024-07-03 15:00:00,28.404715000000003,21.03333,20.433335,26.466665,24.708335,3707.0645,29.57016666666667,42.549166666666665,5.4014,160.55666666666667,912.8677916666668,830.3383333333334,0.0,29.730166666666666,29.398333333333333,43.277166666666666,41.88633333333333,0.8098210179881208,0.0,
2024-07-03 16:00:00,28.572875,20.983335,20.375,26.333335,24.7,3708.0935,29.367166666666662,48.277,5.045683333333333,157.18166666666667,912.3625133333334,689.2366666666666,0.0,29.53783333333333,29.18616666666667,48.88066666666667,47.69683333333333,0.3934235276649664,0.0,
2024-07-03 17:00:00,27.977885,21.0,20.34167,26.274995,24.7,3729.8345,27.83033333333333,57.6155,4.430183333333333,159.11666666666667,911.6560983333331,272.2766666666667,0.0,27.997166666666665,27.657,58.1695,57.12733333333333,,0.0,
2024-07-03 18:00:00,19.14718,21.083335,20.275,26.241665,24.73333,3942.0045,15.4305,93.0,3.6422666666666665,126.91438333333332,914.29143,1.4338166666666663,0.0,15.635666666666667,15.22,93.656,92.39466666666668,,0.0,
2024-07-03 19:00:00,14.47601,23.066665,20.333335,26.633335,24.975,4403.8685000000005,14.409,97.70666666666666,3.085633333333333,126.74833333333332,914.3549666666668,0.0,0.0,14.551166666666669,14.257333333333332,97.84666666666666,97.55833333333334,,0.0,
2024-07-03 20:00:00,14.51525,24.916665,20.375,26.791665,24.975,4462.558,15.131333333333334,94.09666666666666,2.644433333333333,135.27366666666666,911.9402366666668,12.615666666666668,0.0,15.2715,14.982,94.28833333333334,93.88333333333334,,0.0,
2024-07-03 21:00:00,14.799905,25.983335,20.3,26.816665,24.95,4462.994500000001,15.411,93.11,1.00635,127.01516666666666,912.4521433333332,9.44945,0.0,15.551666666666668,15.2555,93.28,92.92666666666668,,0.0,
2024-07-03 22:00:00,14.32045,26.649995,20.3,26.808335,24.90833,4453.701,15.207833333333332,92.12333333333332,1.29385,125.88833333333334,912.3540233333332,0.0,0.0,15.349,15.049166666666668,92.30166666666668,91.935,,0.0,
2024-07-03 23:00:00,14.188475,27.025,20.316665,26.825,24.95,4442.2875,15.178333333333336,89.385,0.7808666666666666,113.70398333333334,912.4328533333334,0.0,0.0,15.3215,15.029833333333332,89.57333333333332,89.19,,0.0,
2024-07-04 00:00:00,13.3797,27.3,20.3,26.825,24.941665,4433.5560000000005,14.329166666666667,95.615,1.0727,163.1287,914.4026466666668,0.0,0.0,14.468,14.176333333333334,95.77333333333333,95.445,,0.0,5.028631385578549
2024-07-04 01:00:00,14.218425,27.508335,20.3,26.875,24.950000000000003,4431.81,14.916166666666667,94.03,2.1634,62.66065,916.1738683333332,0.0,0.0,15.056666666666668,14.763,94.195,93.84333333333332,,0.0,
2024-07-04 02:00:00,13.882325,27.625,20.333335,26.891665,24.916665,4432.496,14.381,94.22333333333331,1.637133333333333,292.67356666666666,916.38776,0.0,0.0,14.5245,14.2295,94.39166666666668,94.065,,0.0,
2024-07-04 03:00:00,13.669555,27.708335,20.366665,26.891665,24.950000000000003,4439.5435,14.115,96.615,0.6964666666666666,265.4855,916.936515,0.0,0.0,14.264166666666666,13.961,96.75333333333332,96.46166666666666,,0.0,
2024-07-04 04:00:00,13.609965,27.73333,20.333335,26.891665,24.95,4439.3565,13.9265,97.24833333333332,1.3769333333333331,190.6433333333333,916.3191133333332,0.0,0.0,14.075833333333332,13.778833333333331,97.38833333333334,97.08166666666666,,0.0,
2024-07-04 05:00:00,13.7519,27.791665,20.358335,26.90833,24.966665,4441.539000000001,14.182333333333332,96.11666666666666,1.1693166666666668,241.67166666666665,916.628755,0.0,0.0,14.323833333333331,14.032333333333334,96.27833333333334,95.94666666666669,,0.0,
2024-07-04 06:00:00,13.304015,27.791665,20.358335,26.93333,24.950000000000003,4442.6,14.125333333333334,96.32833333333332,1.8968833333333333,287.92833333333334,917.9630716666668,2.6843166666666667,0.0,14.267666666666663,13.971166666666669,96.46666666666668,96.16,,0.0,
2024-07-04 07:00:00,14.14586,27.766665,20.341665,26.950000000000003,24.95833,4447.215,14.7785,93.28166666666668,1.6216833333333334,291.3316666666667,918.652825,72.3225,0.0,14.924333333333331,14.622333333333334,93.445,93.09333333333332,,0.0,
2024-07-04 08:00:00,15.61849,27.775,20.35,26.941665,24.941665,4452.454,16.408,83.30516666666668,2.3693166666666667,314.5516666666666,918.84174,296.3568333333333,0.0,16.562333333333335,16.247333333333334,83.85133333333333,82.759,,0.0,
